"","Date","Site","Sat","LINEAGEQA","LINEAGEQA1","PIXELQA","PIXELQA1","RADSATQA","RADSATQA1","SRAEROSOLQA","SRATMOSOPACITYQA","SRATMOSOPACITYQA1","SRB1","SRB11","SRB2","SRB21","SRB3","SRB31","SRB4","SRB41","SRB5","SRB51","SRB6","SRB7","SRB71","SRCLOUDQA","SRCLOUDQA1","SatDate"
"287",2007-05-09,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,342.5,NA,364,NA,183,NA,126,NA,71.5,NA,NA,74.5,NA,32,NA,2007-05-09
"288",2007-05-18,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-18
"289",2007-05-25,"P4",7,1,NA,68,NA,0,NA,NA,12,NA,472.5,NA,455,NA,298.5,NA,225,NA,164,NA,NA,116.5,NA,32,NA,2007-05-25
"290",2007-06-03,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-06-03
"291",2007-06-19,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-06-19
"292",2007-06-26,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,292.5,NA,261,NA,148,NA,125,NA,70.5,NA,NA,64,NA,32,NA,2007-06-26
"293",2007-07-12,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,351,NA,310.5,NA,175,NA,165,NA,72,NA,NA,54.5,NA,32,NA,2007-07-12
"294",2007-07-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-07-21
"295",2007-08-22,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-08-22
"296",2007-08-29,"P4",7,1,NA,68,NA,0,NA,NA,14,NA,379,NA,391.5,NA,224.5,NA,181,NA,135,NA,NA,107,NA,32,NA,2007-08-29
"297",2007-10-09,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-09
"298",2007-10-16,"P4",7,1,NA,72,NA,0,NA,NA,20,NA,404,NA,422,NA,232.5,NA,153,NA,91.5,NA,NA,55,NA,40,NA,2007-10-16
"299",2007-10-25,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-10-25
"300",2007-11-01,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,282.5,NA,294.5,NA,211.5,NA,113,NA,12,NA,NA,30,NA,36,NA,2007-11-01
"301",2007-11-17,"P4",7,1,1,224,224,0,0,NA,8,8,816,816,879.5,879.5,783,783,723,723,582,582,NA,450,450,40,40,2007-11-17
"302",2007-12-03,"P4",7,1,1,68,68,0,0,NA,9,9,289,289,317,317,160,160,103,103,50,50,NA,91.5,91.5,32,32,2007-12-03
"303",2007-12-19,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,364,NA,341.5,NA,173.5,NA,91.5,NA,16.5,NA,NA,38,NA,32,NA,2007-12-19
"304",2007-12-28,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-12-28
"305",2008-01-13,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2008-01-13
"306",2015-11-08,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-11-08
"307",2015-12-10,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-10
"308",2016-01-02,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,247.5,NA,226,NA,65,NA,NA,NA,11.5,NA,11.5,11,NA,NA,NA,2016-01-02
"309",2016-01-27,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-27
"310",2016-02-12,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-12
"311",2016-02-28,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-28
"312",2016-03-15,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-15
"313",2016-04-16,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-16
"314",2016-05-02,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-05-02
"315",2016-05-09,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,396.5,NA,364,NA,249.5,NA,213.5,NA,202.5,NA,202.5,178,NA,NA,NA,2016-05-09
"316",2016-05-25,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,611.5,NA,596.5,NA,500.5,NA,460.5,NA,418,NA,418,353,NA,NA,NA,2016-05-25
"317",2016-06-03,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-03
"318",2016-06-19,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-19
"319",2016-07-05,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-05
"320",2016-07-12,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,299.5,NA,228.5,NA,74,NA,23.5,NA,20.5,NA,20.5,19,NA,NA,NA,2016-07-12
"321",2016-07-21,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-07-21
"322",2016-08-29,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,327.5,NA,309,NA,139,NA,63.5,NA,47.5,NA,47.5,44.5,NA,NA,NA,2016-08-29
"323",2016-09-14,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,328.5,NA,303,NA,152.5,NA,92,NA,86.5,NA,86.5,77.5,NA,NA,NA,2016-09-14
"324",2016-10-09,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-10-09
"325",2016-11-10,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-11-10
"326",2016-12-03,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,288.5,NA,282.5,NA,107.5,NA,27,NA,30.5,NA,30.5,27.5,NA,NA,NA,2016-12-03
"327",2016-12-19,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,298.5,NA,270,NA,126.5,NA,55,NA,46.5,NA,46.5,38.5,NA,NA,NA,2016-12-19
"328",2017-01-04,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,162.5,NA,154.5,NA,20.5,NA,NA,NA,6.5,NA,6.5,6.5,NA,NA,NA,2017-01-04
"329",2017-02-05,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,133,NA,130,NA,16,NA,NA,NA,8.5,NA,8.5,10.5,NA,NA,NA,2017-02-05
"330",2017-02-21,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,141,NA,94.5,NA,10.5,NA,NA,NA,1.5,NA,1.5,4.5,NA,NA,NA,2017-02-21
"331",2017-03-01,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,208.5,NA,199.5,NA,106,NA,106.5,NA,50,NA,NA,13,NA,32,NA,2017-03-01
"332",2017-03-02,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-02
"333",2017-03-09,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,185.5,NA,210,NA,64.5,NA,12.5,NA,9,NA,9,9.5,NA,NA,NA,2017-03-09
"334",2017-03-10,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-03-10
"335",2017-03-18,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-18
"336",2017-03-25,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,167,NA,218.5,NA,73,NA,20.5,NA,15.5,NA,15.5,16,NA,NA,NA,2017-03-25
"337",2017-04-02,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,244,NA,281.5,NA,174,NA,141,NA,88,NA,NA,69,NA,32,NA,2017-04-02
"338",2017-04-03,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-03
"339",2017-04-10,"P4",8,1,NA,324,NA,0,NA,132,NA,NA,155,NA,206,NA,71.5,NA,34,NA,43,NA,43,40,NA,NA,NA,2017-04-10
"340",2017-04-11,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-11
"341",2017-04-18,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,208,NA,259,NA,165,NA,148,NA,51,NA,NA,31.5,NA,32,NA,2017-04-18
"342",2017-04-26,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,175,NA,182,NA,73,NA,31,NA,36,NA,36,38,NA,NA,NA,2017-04-26
"343",2017-04-27,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-04-27
"344",2017-05-04,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,228,NA,243,NA,147.5,NA,141,NA,70,NA,NA,84.5,NA,32,NA,2017-05-04
"345",2017-05-05,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-05
"346",2017-05-12,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,367,NA,375.5,NA,264.5,NA,219,NA,212,NA,212,184.5,NA,NA,NA,2017-05-12
"347",2017-05-21,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-21
"348",2017-05-28,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,531.5,NA,572.5,NA,443.5,NA,383,NA,337,NA,337,289.5,NA,NA,NA,2017-05-28
"349",2017-05-29,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-05-29
"350",2017-06-05,"P4",7,1,NA,82,NA,0,NA,NA,8,NA,445,NA,509,NA,399.5,NA,324,NA,288,NA,NA,201,NA,40,NA,2017-06-05
"351",2017-06-06,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-06
"352",2017-06-13,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,277.5,NA,305.5,NA,143,NA,68,NA,54,NA,54,48.5,NA,NA,NA,2017-06-13
"353",2017-06-14,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-14
"354",2017-06-21,"P4",7,1,NA,224,NA,1,NA,NA,15,NA,11413,NA,3223,NA,3474,NA,3928.5,NA,4351.5,NA,NA,3577,NA,2,NA,2017-06-21
"355",2017-06-22,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-06-22
"356",2017-06-29,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,449,NA,513.5,NA,289,NA,224,NA,172,NA,172,135.5,NA,NA,NA,2017-06-29
"357",2017-06-30,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-06-30
"358",2017-07-07,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,543,NA,648,NA,446.5,NA,368.5,NA,272.5,NA,NA,239.5,NA,32,NA,2017-07-07
"359",2017-07-08,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-07-08
"360",2017-07-15,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,443.5,NA,488.5,NA,289.5,NA,215.5,NA,177.5,NA,177.5,142,NA,NA,NA,2017-07-15
"361",2017-07-16,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-07-16
"362",2017-07-23,"P4",7,1,NA,160,NA,0,NA,NA,9,NA,909,NA,1052.5,NA,1076.5,NA,1231,NA,1220,NA,NA,1057,NA,2,NA,2017-07-23
"363",2017-07-31,"P4",8,1,NA,401,NA,0,NA,224,NA,NA,1013,NA,1353.5,NA,1382.5,NA,1754,NA,2187,NA,2187,1939,NA,NA,NA,2017-07-31
"364",2017-08-01,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-01
"365",2017-08-08,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,258.5,NA,282.5,NA,163,NA,95,NA,50.5,NA,NA,44,NA,32,NA,2017-08-08
"366",2017-08-09,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-09
"367",2017-08-16,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,342.5,NA,336.5,NA,210.5,NA,165.5,NA,145.5,NA,145.5,128,NA,NA,NA,2017-08-16
"368",2017-08-17,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-08-17
"369",2017-08-24,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,335.5,NA,337.5,NA,258,NA,213,NA,143,NA,NA,116,NA,32,NA,2017-08-24
"370",2017-08-25,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-25
"371",2017-09-01,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,327.5,NA,287,NA,156,NA,85.5,NA,43,NA,43,32,NA,NA,NA,2017-09-01
"372",2017-09-02,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-09-02
"373",2017-09-09,"P4",7,1,NA,224,NA,0,NA,NA,181,NA,3470,NA,3668,NA,3846.5,NA,4199,NA,3867,NA,NA,3559,NA,2,NA,2017-09-09
"374",2017-09-10,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-10
"375",2017-09-17,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,344,NA,298.5,NA,184,NA,117,NA,46,NA,46,38.5,NA,NA,NA,2017-09-17
"376",2017-09-25,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,228.5,NA,249,NA,159.5,NA,93.5,NA,68,NA,NA,0,NA,32,NA,2017-09-25
"377",2017-09-26,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-09-26
"378",2017-10-03,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,274.5,NA,245,NA,140,NA,80,NA,66,NA,66,55.5,NA,NA,NA,2017-10-03
"379",2017-10-04,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-04
"380",2017-10-11,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,255,NA,250,NA,159,NA,105,NA,49,NA,NA,52,NA,32,NA,2017-10-11
"381",2017-10-12,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-12
"382",2017-10-19,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,229.5,NA,215,NA,94,NA,42,NA,33,NA,33,31,NA,NA,NA,2017-10-19
"383",2017-10-20,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-10-20
"384",2017-10-27,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,292.5,NA,296.5,NA,175,NA,141,NA,53.5,NA,NA,28,NA,32,NA,2017-10-27
"385",2017-10-28,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-10-28
"386",2017-11-04,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,274.5,NA,238.5,NA,134.5,NA,86.5,NA,66,NA,66,77.5,NA,NA,NA,2017-11-04
"387",2017-11-05,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-05
"388",2017-11-12,"P4",7,1,NA,68,NA,0,NA,NA,9,NA,453.5,NA,440,NA,348,NA,310.5,NA,203,NA,NA,197,NA,32,NA,2017-11-12
"389",2017-11-13,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-13
"390",2017-11-20,"P4",8,1,NA,992,NA,0,NA,8,NA,NA,623.5,NA,605,NA,536.5,NA,530.5,NA,508,NA,508,451,NA,NA,NA,2017-11-20
"391",2017-11-21,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-11-21
"392",2017-11-28,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,212.5,NA,271,NA,153,NA,97,NA,82.5,NA,NA,NA,NA,32,NA,2017-11-28
"393",2017-11-29,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-11-29
"394",2017-12-06,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,297.5,NA,289.5,NA,146.5,NA,50,NA,31,NA,31,20,NA,NA,NA,2017-12-06
"395",2017-12-07,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-07
"396",2017-12-14,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,538,NA,545,NA,404,NA,262,NA,87.5,NA,NA,74,NA,32,NA,2017-12-14
"397",2017-12-15,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-15
"398",2017-12-22,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,308,NA,314.5,NA,138,NA,33,NA,21,NA,21,14.5,NA,NA,NA,2017-12-22
"399",2017-12-23,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2017-12-23
"400",2017-12-30,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,395.5,NA,444,NA,289,NA,225,NA,181.5,NA,NA,132,NA,32,NA,2017-12-30
"401",2017-12-31,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-31
"402",2018-01-07,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,427,NA,422,NA,308.5,NA,276.5,NA,252,NA,252,221.5,NA,NA,NA,2018-01-07
"403",2018-01-08,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-08
"404",2018-01-15,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,248.5,NA,295,NA,191.5,NA,103,NA,49,NA,NA,54.5,NA,32,NA,2018-01-15
"405",2018-01-16,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-16
"406",2018-01-23,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,232,NA,229.5,NA,88.5,NA,21.5,NA,30.5,NA,30.5,26,NA,NA,NA,2018-01-23
"407",2018-01-24,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-01-24
"408",2018-01-31,"P4",7,1,NA,68,NA,0,NA,NA,8,NA,273,NA,253,NA,129.5,NA,126,NA,46,NA,NA,33,NA,32,NA,2018-01-31
"409",2018-02-01,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-01
"410",2018-02-08,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,228.5,NA,191.5,NA,70,NA,13.5,NA,16,NA,16,12,NA,NA,NA,2018-02-08
"411",2018-02-09,"P4",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2018-02-09
"412",2018-02-16,"P4",7,1,NA,224,NA,0,NA,NA,NA,NA,4514.5,NA,4565.5,NA,4780.5,NA,4809,NA,2129,NA,NA,1917.5,NA,21,NA,2018-02-16
"413",2018-02-17,"P4",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-17
"414",2018-02-24,"P4",8,1,NA,324,NA,0,NA,68,NA,NA,189.5,NA,173,NA,56,NA,4,NA,21.5,NA,21.5,20.5,NA,NA,NA,2018-02-24
"415",2007-01-01,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,254.333333333333,NA,278,NA,189.333333333333,NA,127.333333333333,NA,72,NA,NA,50.6666666666667,NA,32,NA,2007-01-01
"416",2007-01-17,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-01-17
"417",2007-01-26,"S1",7,2,NA,68,NA,0,NA,NA,19,NA,262,NA,236.333333333333,NA,150.666666666667,NA,124.333333333333,NA,54.3333333333333,NA,NA,46.3333333333333,NA,32,NA,2007-01-26
"418",2007-02-02,"S1",7,2,NA,68,NA,0,NA,NA,9,NA,317.666666666667,NA,307.666666666667,NA,218.666666666667,NA,164,NA,84,NA,NA,21,NA,32,NA,2007-02-02
"419",2007-02-27,"S1",7,2,NA,68,NA,0,NA,NA,15,NA,240.333333333333,NA,216,NA,174.666666666667,NA,108,NA,81,NA,NA,65,NA,32,NA,2007-02-27
"420",2007-03-15,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,241.333333333333,NA,339.666666666667,NA,194.333333333333,NA,137,NA,98.6666666666667,NA,NA,17,NA,40,NA,2007-03-15
"421",2007-03-31,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,280.333333333333,NA,318,NA,208.666666666667,NA,148,NA,75.6666666666667,NA,NA,62.3333333333333,NA,40,NA,2007-03-31
"422",2007-04-07,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-04-07
"423",2007-04-16,"S1",7,2,NA,68,NA,0,NA,NA,11,NA,442,NA,514,NA,412.666666666667,NA,364,NA,286,NA,NA,233.333333333333,NA,40,NA,2007-04-16
"424",2007-05-02,"S1",7,2,NA,68,NA,0,NA,NA,49,NA,488.666666666667,NA,546,NA,508,NA,485,NA,463.666666666667,NA,NA,397,NA,27.3333333333333,NA,2007-05-02
"425",2007-05-09,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-09
"426",2007-05-18,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,427,NA,499,NA,388,NA,313.666666666667,NA,224,NA,NA,144.666666666667,NA,40,NA,2007-05-18
"427",2007-05-25,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-05-25
"428",2007-06-03,"S1",7,2,NA,68,NA,0,NA,NA,10,NA,412.666666666667,NA,448,NA,337.333333333333,NA,275.333333333333,NA,187,NA,NA,149.666666666667,NA,40,NA,2007-06-03
"429",2007-06-19,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,370.333333333333,NA,589.666666666667,NA,388.666666666667,NA,195,NA,130.666666666667,NA,NA,99.3333333333333,NA,40,NA,2007-06-19
"430",2007-06-26,"S1",7,2,NA,68,NA,0,NA,NA,8,NA,334,NA,582,NA,389.5,NA,230,NA,134,NA,NA,97,NA,24,NA,2007-06-26
"431",2007-07-12,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-07-12
"432",2007-07-21,"S1",7,2,NA,68,NA,0,NA,NA,29,NA,509.666666666667,NA,625,NA,455.333333333333,NA,325,NA,245.666666666667,NA,NA,175.333333333333,NA,32,NA,2007-07-21
"433",2007-08-22,"S1",7,2,NA,68,NA,0,NA,NA,53,NA,341.666666666667,NA,363.666666666667,NA,237.666666666667,NA,180.666666666667,NA,129,NA,NA,91.3333333333333,NA,40,NA,2007-08-22
"434",2007-08-29,"S1",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2007-08-29
